id_catalogo,nombre_cat,categoria,super_1,nombre_1,super_2,nombre_2
CAT-4462,Comida Humeda De Salmon Y Trucha Para Gato Adulto Ultima 4X85 Gr,Pescadería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Comida Humeda De Salmon Y Trucha Para Gato Adulto Ultima 4X85 Gr
CAT-4463,Pienso De Buey Para Gatos Esterilizados Adultos Ultima 110 Kg,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Buey Para Gatos Esterilizados Adultos Ultima 110 Kg
CAT-4487,Mejillones En Salsa Vieira 1318 Isabel Sin Gluten Y Sin Lactosa 69 G,Despensa,Mercadona,Clavo en grano Hacendado,Carrefour,Mejillones En Salsa Vieira 1318 Isabel Sin Gluten Y Sin Lactosa 69 G
CAT-4498,Yogur Sabor Frutos Del Bosque Danone Sin Gluten Pack De 4 Unidades De 120 G,Lácteos y Huevos,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Yogur Sabor Frutos Del Bosque Danone Sin Gluten Pack De 4 Unidades De 120 G
CAT-4500,Ambientador De Varillas Melon The Fruit Company 40 Ml,Hogar,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Ambientador De Varillas Melon The Fruit Company 40 Ml
CAT-4471,Filetes De Centro De Lomo De Cerdo 540 G Aprox,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Filetes De Centro De Lomo De Cerdo 540 G Aprox
CAT-4482,Gamba Blanca Cruda Extra 500 G Aprox,Pescadería,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Gamba Blanca Cruda Extra 500 G Aprox
CAT-4486,Papel De Cocina Para Todo Colhogar 4 Rollos,Bazar y Varios,Mercadona,Aceite de oliva 1º Hacendado,Carrefour,Papel De Cocina Para Todo Colhogar 4 Rollos
CAT-4552,Ambientador Electrico Aroma A Limpio 3Volution Recambio Ambi Pur 1 Ud,Hogar,Mercadona,Vela de cumpleaños 1 Hacendado,Carrefour,Ambientador Electrico Aroma A Limpio 3Volution Recambio Ambi Pur 1 Ud
CAT-4512,Albondigas Originales Heura Sin Gluten 208 G,Carnicería y Charcutería,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Albondigas Originales Heura Sin Gluten 208 G
CAT-4517,Pants Dodot Activity T6 14 19 Kg 35 Ud,Bebes,Mercadona,Pañal junior braguita noche infantil de 17-30 kg Deliplus,Carrefour,Pants Dodot Activity T6 14 19 Kg 35 Ud
CAT-4518,Pants Dodot Activity T4 9 15 Kg 43 Ud,Bebes,Mercadona,Perfilador de labios Long Lasting Deliplus 15 canela claro,Carrefour,Pants Dodot Activity T4 9 15 Kg 43 Ud
CAT-4554,Gomas De Borrar Milan 4 Uds,Sin categoría,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,Carrefour,Gomas De Borrar Milan 4 Uds
CAT-4559,Vino Tinto Reserva Tempranillo Vina Mayor Vendimia Selecciona Do Ribera Del Duero 75 Cl,Bebidas,Mercadona,Licor dulce Amaretto Del Patriarca,Carrefour,Vino Tinto Reserva Tempranillo Vina Mayor Vendimia Selecciona Do Ribera Del Duero 75 Cl
CAT-9869,Snack Crema De Leche Para Gatos Pequenos Vitakraft 70 G,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Snack Crema De Leche Para Gatos Pequenos Vitakraft 70 G
CAT-9907,Preparado Lacteo De Crecimiento 3 Desde 12 Meses Nutriben Crecimiento Pro  Sin Aceite De Palma Lata 800 G,Sin categoría,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Preparado Lacteo De Crecimiento 3 Desde 12 Meses Nutriben Crecimiento Pro  Sin Aceite De Palma Lata 800 G
CAT-4356,Alubia Cocida Categoria Extra Luengo 400 G,Despensa,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",DIA,Alubias de la bañeza cocidas Luengo 400 g
CAT-4493,Lombarda 1 Kg,Sin categoría,Mercadona,Vela de cumpleaños 1 Hacendado,DIA,Lombarda 2.5 Kg aprox.
CAT-4556,Galletas De Chocolate Rellenas De Crema Mini Oreo Pack De 4 Unidades De 40 G,Desayuno y Snack,Mercadona,"Aceite de oliva 0,4º Hacendado",DIA,Mini galletas rellenas de crema Oreo caja 160 g
CAT-4255,Crema Protectora De Panal Johnsons Baby 100 Ml,Bebes,Mercadona,"Aceite de oliva 0,4º Hacendado",DIA,Crema protectora de pañal Johnson's baby 100 ml
CAT-4705,Galletas De Cerales Artiach Dinosaurus 493 G,Desayuno y Snack,Mercadona,Aceite de oliva 1º Hacendado,DIA,Galletas de cereales con vitaminas Artiach Dinosaurus caja 411 g
CAT-4860,Barritas De Huevo Y Semilla Para Canarios 2 Unidades 54 G,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Barritas De Huevo Y Semilla Para Canarios 2 Unidades 54 G
CAT-4880,Patatas Al Horno Express Mccain 500 G,Sin categoría,Mercadona,Patata,Carrefour,Patatas Al Horno Express Mccain 500 G
CAT-4845,Bolsita De Yogur Platano Y Fresa Hero Solo Sin Gluten Y Sin Azucar Anadido Pack 4 Unidades De 100 G,Despensa,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Bolsita De Yogur Platano Y Fresa Hero Solo Sin Gluten Y Sin Azucar Anadido Pack 4 Unidades De 100 G
CAT-4846,Bolsita De Platano Fresa Y Manzana Hero Solo Sin Gluten Y Sin Azucar Anadido Pack 4 Unidades 100 G,Despensa,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Bolsita De Platano Fresa Y Manzana Hero Solo Sin Gluten Y Sin Azucar Anadido Pack 4 Unidades 100 G
CAT-4870,Croquetas De Boletus Con Champinones Recetas Artesanas La Cocinera 400 G,Congelados,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Croquetas De Boletus Con Champinones Recetas Artesanas La Cocinera 400 G
CAT-4105,Tomate Frito Orlando Sin Gluten Brik 350 G,Despensa,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,DIA,Tomate frito Orlando 350 g
CAT-4099,Manzanilla En Bolsitas Hornimans 25 Ud,Desayuno y Snack,Mercadona,Clavo en grano Hacendado,DIA,Manzanilla con anís Hornimans 25 unidades
CAT-4094,Galletas Campurrianas Cuetara 755 G,Desayuno y Snack,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",DIA,Galletas Cuétara Campurrianas caja 755 g
CAT-4113,Tarrito De Verduras Con Ternera Y Jamon Desde 6 Meses Hero Solo Sin Gluten 235 G,Carnicería y Charcutería,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,DIA,Puré de menestra de verduras con jamón y ternera Hero frasco 235 g
CAT-4122,Pate A La Pimienta Casa Tarradellas Sin Gluten 125 G,Carnicería y Charcutería,Mercadona,Lomo asado La Carloteña lonchas,Carrefour,Pate A La Pimienta Casa Tarradellas Sin Gluten 125 G
CAT-4873,Pienso De Pollo Para Perros Senior Pequenos Ultima 15 Kg,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Pollo Para Perros Senior Pequenos Ultima 15 Kg
CAT-4919,Empanada Hojaldre De Atun El Mercado 600 G,Sin categoría,Mercadona,Aceite de oliva 1º Hacendado,Carrefour,Empanada Hojaldre De Atun El Mercado 600 G
CAT-4946,Pandebono Goya 300 G,Sin categoría,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Pandebono Goya 300 G
CAT-4951,Filete 1 A De Cadera O Babilla De Anojo Circulo De Calidad 550 G Aprox,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Filete 1 A De Cadera O Babilla De Anojo Circulo De Calidad 550 G Aprox
CAT-4952,Filete 1 A De Tapa O Contra De Anojo Circulo De Calidad 550 G Aprox,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Filete 1 A De Tapa O Contra De Anojo Circulo De Calidad 550 G Aprox
CAT-4966,Piccolinis Salame Buitoni 270 G,Sin categoría,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Piccolinis Salame Buitoni 270 G
CAT-4962,Crema De Queso Natural Arla 200 G,Lácteos y Huevos,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,Carrefour,Crema De Queso Natural Arla 200 G
CAT-4948,Lavavajillas A Mano Ultra Original Fairy 1015 Ml,Hogar,Mercadona,Cacao en polvo a la taza Valor,Carrefour,Lavavajillas A Mano Ultra Original Fairy 1015 Ml
CAT-4957,Recambio Fregona De Tiras Algodon Vileda Universal,Hogar,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Recambio Fregona De Tiras Algodon Vileda Universal
CAT-4953,Entrecot De Anojo Circulo De Calidad 500 G Aprox,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Entrecot De Anojo Circulo De Calidad 500 G Aprox
CAT-4983,Lasana Bolonesa Maheso Sin Gluten 525 G,Sin categoría,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Lasana Bolonesa Maheso Sin Gluten 525 G
CAT-4969,Crema De Fresa Con Tequila Regidor Botella 70 Cl,Bebidas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Crema De Fresa Con Tequila Regidor Botella 70 Cl
CAT-4970,Pechuga Rellena De Jamon Y Queso El Mercado Sin Gluten 450 G Aprox,Lácteos y Huevos,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pechuga Rellena De Jamon Y Queso El Mercado Sin Gluten 450 G Aprox
CAT-4967,Pizza De Bbq Pulled Pork Casa Di Mama Dr Oetker 405 G,Congelados,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pizza De Bbq Pulled Pork Casa Di Mama Dr Oetker 405 G
CAT-4976,Tarrito De Melocoton Y Platano Desde 4 Meses Hero Baby Sin Gluten 190 G,Bebes,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Tarrito De Melocoton Y Platano Desde 4 Meses Hero Baby Sin Gluten 190 G
CAT-4979,Bano De Burbujas Para Ninos Johnsons Baby 750 Ml,Bebes,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Bano De Burbujas Para Ninos Johnsons Baby 750 Ml
CAT-4980,Gel De Bano Dulces Suenos Johnsons Baby 750 Ml,Bebes,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Gel De Bano Dulces Suenos Johnsons Baby 750 Ml
CAT-4195,Limpiador De Bano Don Limpio 15 L,Hogar,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,DIA,"Limpiador baño Don Limpio 1,5 L"
CAT-5044,Colgador Wc Poder Activo Natura Bref 3 Ud,Sin categoría,Mercadona,Maquinilla depilación recargable Gillette Venus Comfortglide Breeze 3 hojas,Carrefour,Colgador Wc Poder Activo Natura Bref 3 Ud
CAT-5046,Chapelas Cacao Dulcesol 3 Ud,Desayuno y Snack,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,DIA,Chapelas de cacao Dulcesol bolsa 126 g
CAT-5051,Salmon 3 Kg Aprox,Pescadería,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Salmon 3 Kg Aprox
CAT-5043,Pan De Leche Con Pepitas De Chocolate 280 G,Panadería y Pastelería,Mercadona,Aceite de oliva 1º Hacendado,Carrefour,Pan De Leche Con Pepitas De Chocolate 280 G
CAT-5060,La Autentica La Gula Del Norte Pack De 2 Unidades De 100 G,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,La Autentica La Gula Del Norte Pack De 2 Unidades De 100 G
CAT-5064,Jarra De Vidrio Con Tapa Home Style 18L,Sin categoría,Mercadona,Mostaza de Dijon Hacendado,Carrefour,Jarra De Vidrio Con Tapa Home Style 18L
CAT-5069,Serum Retinol Anti Marcas Cerave 30 Ml,Sin categoría,Mercadona,Biberón 150 ml tetina silicona flujo lento Deliplus +0 meses,Carrefour,Serum Retinol Anti Marcas Cerave 30 Ml
CAT-5083,Bocadito De Pan De Hamburguesa 255 G,Carnicería y Charcutería,Mercadona,Reducción bálsamica de vinagre Pedro Ximénez Hacendado,Carrefour,Bocadito De Pan De Hamburguesa 255 G
CAT-5061,Agua De Mar En Spray Nariz Tapada Y Resfrio Marimer 100 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Agua De Mar En Spray Nariz Tapada Y Resfrio Marimer 100 Ml
CAT-5098,Vino Sweet Semi Dulce Blanco Alma De Valdeguerra 75 Cl,Bebidas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Vino Sweet Semi Dulce Blanco Alma De Valdeguerra 75 Cl
CAT-5093,Croquetas De Espinacas Recetas Artesanas La Cocinera 400 G,Congelados,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Croquetas De Espinacas Recetas Artesanas La Cocinera 400 G
CAT-5108,Eneryeti Zyro Zafiro Bebida Energetica Sin Azucar Lata 50 Cl,Despensa,Mercadona,Spaghetti sin gluten Felicia,Carrefour,Eneryeti Zyro Zafiro Bebida Energetica Sin Azucar Lata 50 Cl
CAT-5109,Pechuga De Pavo En Lonchas Un Momento Y Listo Serrano Sin Gluten Sin Lactosa 200 G,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pechuga De Pavo En Lonchas Un Momento Y Listo Serrano Sin Gluten Sin Lactosa 200 G
CAT-5099,Preparado Vegetal Estilo Filete De Pescado Rebozado Heura 160 G,Pescadería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Preparado Vegetal Estilo Filete De Pescado Rebozado Heura 160 G
CAT-5160,Lavavajillas A Mano Concentrado Con Vinagre De Frambuesa Ecologico Frosch 750 Ml,Despensa,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Lavavajillas A Mano Concentrado Con Vinagre De Frambuesa Ecologico Frosch 750 Ml
CAT-5112,Preparado Para Tortilla De Patata Con Cebolla Caramelizada Verleal Sin Gluten 450 G,Despensa,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Preparado Para Tortilla De Patata Con Cebolla Caramelizada Verleal Sin Gluten 450 G
CAT-5123,Gel De Bano Y Champu Ricitos De Oro Manzanilla Grisi 500 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Gel De Bano Y Champu Ricitos De Oro Manzanilla Grisi 500 Ml
CAT-5130,Champu Violeta Matizador Para El Pelo Con Mechas Rubio Decolorado O Gris Color Vive Loreal Elvive 200 Ml,Cuidado personal e Higiene,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Champu Violeta Matizador Para El Pelo Con Mechas Rubio Decolorado O Gris Color Vive Loreal Elvive 200 Ml
CAT-5132,Mascarilla Capilar 3 En 1 Hair Food Aloe Vera Hidratante Para Cabello Normal Garnier Fructis 390 Ml,Cuidado personal e Higiene,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Mascarilla Capilar 3 En 1 Hair Food Aloe Vera Hidratante Para Cabello Normal Garnier Fructis 390 Ml
CAT-6933,Desodorante En Spray Dermo Extra Control Sanex 200 Ml,Cuidado personal e Higiene,Mercadona,Clavo en grano Hacendado,Carrefour,Desodorante En Spray Dermo Extra Control Sanex 200 Ml
CAT-4217,Pomada Protectora Mitosyl 65 G,Sin categoría,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Pomada Protectora Mitosyl 65 G
CAT-4218,Suavizante Concentrado Recordar San 59 Lavados,Hogar,Mercadona,Cerveza especial San Miguel,Carrefour,Suavizante Concentrado Recordar San 59 Lavados
CAT-5052,Papel Higienico 3 Capas Seda Foxy 30 Rollos,Bazar y Varios,Mercadona,Polvo compacto perfeccionador efecto seda Deliplus 100 beige claro,Alcampo,FOXY Mega 3  Papel higiénico triple capa 4 rollos
CAT-5126,Vino Tinto Tinta De Toro Matsu El Picaro Do Toro 75 Cl,Bebidas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Vino Tinto Tinta De Toro Matsu El Picaro Do Toro 75 Cl
CAT-5116,Nestea Te Verde Con Mango Pina Bajo En Calorias Botella 15 L,Bebidas,Mercadona,Clavo en grano Hacendado,Carrefour,Nestea Te Verde Con Mango Pina Bajo En Calorias Botella 15 L
CAT-5124,Tarrito Con Cachitos De Arroz Con Salmon Y Guisantes Desde 10 Meses Ecologico Smileat Sin Gluten 230 G,Despensa,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Tarrito Con Cachitos De Arroz Con Salmon Y Guisantes Desde 10 Meses Ecologico Smileat Sin Gluten 230 G
CAT-5129,Set 7 Estropajos Jabonosos Desengrasantes De Acero Nanas,Hogar,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Set 7 Estropajos Jabonosos Desengrasantes De Acero Nanas
CAT-5102,Nuggets De Merluza Congelado Pescanova Sin Gluten 360 G,Congelados,Mercadona,"Aceite de oliva 0,4º Hacendado",DIA,Nuggets de merluza Pescanova 360 g
CAT-5119,Lomos De Merluza A La Romana Pescanova 325 G,Pescadería,Mercadona,Aceite de oliva 1º Hacendado,Carrefour,Lomos De Merluza A La Romana Pescanova 325 G
CAT-5136,Salmon Ahumado Noruego Royal 90 G,Pescadería,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Salmon Ahumado Noruego Royal 90 G
CAT-5142,Set De 51 Filtros De Agua Brita Maxtra Pro ,Sin categoría,Mercadona,Aceite de oliva 1º Hacendado,Carrefour,Set De 2 Filtros De Agua Brita Maxtra Pro 
CAT-5143,Filtro De Agua Brita Maxtra Pro All In 1,Sin categoría,Mercadona,Mostaza de Dijon Hacendado,Carrefour,Filtro De Agua Brita Maxtra Pro All In 1
CAT-5144,Set De 2 Filtros De Agua Brita Maxtra Pro ,Sin categoría,Mercadona,Aceite de oliva 1º Hacendado,Carrefour,Set De 51 Filtros De Agua Brita Maxtra Pro 
CAT-5141,Fuet Imperial Clasico El Pozo Sin Gluten 250 G,Carnicería y Charcutería,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Fuet Imperial Clasico El Pozo Sin Gluten 250 G
CAT-6964,Bebida De Fruta Multivitaminico Capri Sun 20 Cl,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Bebida De Fruta Multivitaminico Capri Sun 20 Cl
CAT-6970,Nuggets De Pollo Recetas Crujientes La Cocinera Sin Gluten Y Sin Lactosa 455 G,Congelados,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Nuggets De Pollo Recetas Crujientes La Cocinera Sin Gluten Y Sin Lactosa 455 G
CAT-4236,Bocados Originales Heura Sin Gluten 310 G,Sin categoría,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Bocados Originales Heura Sin Gluten 310 G
CAT-5182,Acondicionador Anticaida Pilexil 200 Ml,Cuidado personal e Higiene,Mercadona,Polvo compacto perfeccionador efecto seda Deliplus 200 beige rosado,Carrefour,Acondicionador Anticaida Pilexil 200 Ml
CAT-5180,Compresas Super Con Alas Ultrafina Ausonia 30 Ud,Cuidado personal e Higiene,Mercadona,"Leche corporal nutritiva Nivea con ácido hialurónico, aceite de almendras y sérum de nutrición profunda",Carrefour,Compresas Super Con Alas Ultrafina Ausonia 30 Ud
CAT-4237,Nuggets Originales Heura 400 G,Congelados,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Nuggets Originales Heura 400 G
CAT-4240,Bolsita De Platano Fresa Y Manzana Hero Solo Sin Gluten 100 G,Frutas y Verduras,Mercadona,"Aceite de oliva 0,4º Hacendado",Alcampo,"HERO Solo Bolsitas de fruta (plátano, fresa y manzana) a partir de 12 meses 4 x 100 g."
CAT-4263,Gaseosa La Casera 0 Calorias Y Azucares Botella 50 Cl,Bebidas,Mercadona,Lomo asado La Carloteña lonchas,Alcampo,LA CASERA Gaseosa botella 50 cl.
CAT-4262,Pasta Espaguetis N 5 Barilla 500 G,Despensa,Mercadona,Pasta tiburón Mac & Cheese Hacendado con salsa de queso,DIA,Espagueti N.º 5 Barilla 500 g
CAT-4269,Tarrito De Pollo Con Arroz Desde 6 Meses Ecologico Smileat Sin Gluten 230 G,Despensa,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Alcampo,"SMILEAT Tarrito de pollo con arroz y guisantes 100% ecológico, a partir de 6 meses 230 g."
CAT-4272,Tarrito De Pavo Con Verduras Desde 6 Meses Ecologico Smileat Sin Gluten 230 G,Carnicería y Charcutería,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Alcampo,"SMILEAT Tarrito de verduras ecológicas con quinoa, a partir de 6 meses 230 g."
CAT-5159,Carbon Vegetal Carcoa 3 Kg,Sin categoría,Mercadona,Bebida láctea Omega 3 Puleva con leche desnatada,Carrefour,Carbon Vegetal Carcoa 3 Kg
CAT-5149,Pizza Con Salami Pepperoni Italpizza 410 G,Bebidas,Mercadona,"Leche corporal nutritiva Nivea con ácido hialurónico, aceite de almendras y sérum de nutrición profunda",Carrefour,Pizza Con Salami Pepperoni Italpizza 410 G
CAT-5162,Surtido De Helados Macadamia Hagen Dazs Sin Gluten 4 Ud,Congelados,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Surtido De Helados Macadamia Hagen Dazs Sin Gluten 4 Ud
CAT-5165,Helados Frigodedo Frigo 8 Ud,Congelados,Mercadona,Papilla 8 cereales con miel Nestlé +6 meses,Carrefour,Helados Frigodedo Frigo 8 Ud
CAT-5153,Brioche Trenzado 400 G,Panadería y Pastelería,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Brioche Trenzado 400 G
CAT-5199,Pienso De Pollo Y Arroz Para Gatos Junior Purina One 450 G,Despensa,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Pollo Y Arroz Para Gatos Junior Purina One 450 G
CAT-5186,Limpiador De Suciedad Y Manchas De Humedad Cillit Bang 750 Ml,Hogar,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Limpiador De Suciedad Y Manchas De Humedad Cillit Bang 750 Ml
CAT-5259,Mascarilla Capilar Liso  Brillo Para Cabello Liso Rebelde O Dificil De Alisar Garnier Fructis 300 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Mascarilla Capilar Liso  Brillo Para Cabello Liso Rebelde O Dificil De Alisar Garnier Fructis 300 Ml
CAT-4299,Cepillo De Dientes Medio Limpieza Completa Total Colgate 2 Ud,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Alcampo,COLGATE Limpieza completa 7 en 1 Cepillo de dientes medio para una limpieza completa 2 uds.
CAT-5211,Anchoas En Aceite De Oliva Consorcio 50 G,Despensa,Mercadona,Clavo en grano Hacendado,Carrefour,Anchoas En Aceite De Oliva Consorcio 50 G
CAT-5205,Pants Dodot Activity T7 17 Kg 29 Ud,Bebes,Mercadona,Pañal junior braguita noche infantil de 17-30 kg Deliplus,Carrefour,Pants Dodot Activity T5 12 17 Kg 38 Ud
CAT-5229,Set De 80 Filtros Para Cafetera De Papel Melitta 1X4   Blanco,Sin categoría,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Set De 80 Filtros Para Cafetera De Papel Melitta 1X4   Blanco
CAT-5239,Tarta De Tiramisu Zero4 Sin Gluten 400 G,Sin categoría,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Tarta De Tiramisu Zero4 Sin Gluten 400 G
CAT-5245,Palillo Rendondo 2 Puntas 130 Ud   Madera,Sin categoría,Mercadona,2 Baguettes para hornear,Carrefour,Palillo Rendondo 2 Puntas 130 Ud   Madera
CAT-5261,Tarta De Manzana Redonda 500 G,Sin categoría,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,Carrefour,Tarta De Manzana Redonda 500 G
CAT-5263,Muesli Infantil Desde 12 Meses 7 Cereales Sin Azucar Anadido Ecologico Hipp Biologico Mi Primer Desayuno 200 G,Despensa,Mercadona,Fruta + leche caribe Don Simón sin azúcares añadidos y zero materia grasa,Carrefour,Muesli Infantil Desde 12 Meses 7 Cereales Sin Azucar Anadido Ecologico Hipp Biologico Mi Primer Desayuno 200 G
CAT-5242,Preparado De Pure De Verduras Peladas 900 G,Conservas y Enlatados,Mercadona,Aceite de oliva 1º Hacendado,Carrefour,Preparado De Pure De Verduras Peladas 900 G
CAT-5230,Galletas Mini Wafers Milka 110 G ,Desayuno y Snack,Mercadona,"Bebida láctea desnatada sabor fresa y plátano +Proteínas Hacendado 0% MG 0% azúcares añadidos 17,4 g proteínas",Carrefour,Galletas Mini Wafers Milka 110 G 
CAT-5234,Surtido De Helados Vanilla Collection Hagen Dazs 4 Ud,Congelados,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Surtido De Helados Vanilla Collection Hagen Dazs 4 Ud
CAT-5265,Pienso De Buey Para Perros Adultos Medianos Y Grandes Brekkies Tenderissimo 25 Kg,Mascotas,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso De Buey Para Perros Adultos Medianos Y Grandes Brekkies Tenderissimo 25 Kg
CAT-5275,Salchichas Frankfurt Campofrio Sin Gluten Sin Lactosa Pack De 4 Unidades De 140 G,Carnicería y Charcutería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Salchichas Frankfurt Campofrio Sin Gluten Sin Lactosa Pack De 4 Unidades De 140 G
CAT-5269,Ajo Puerro Tierno Grande  Manojo De 150 G,Frutas y Verduras,Mercadona,Mostaza de Dijon Hacendado,Carrefour,Ajo Puerro Tierno Grande  Manojo De 150 G
CAT-5379,Cepillo De Dientes Medio Lacer 2 Ud,Cuidado personal e Higiene,Mercadona,Aceite de oliva virgen extra Hacendado Gran Selección,Carrefour,Cepillo De Dientes Medio Lacer 2 Ud
CAT-5459,Pienso Digestivo De Salmon Para Perros Mini Ultima 15 Kg,Pescadería,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Pienso Digestivo De Salmon Para Perros Mini Ultima 15 Kg
CAT-5395,Desodorante Roll On Antitranspirante Invisible Dry Dove 50 Ml,Cuidado personal e Higiene,Mercadona,Preservativos natural On,Carrefour,Desodorante Roll On Antitranspirante Invisible Dry Dove 50 Ml
CAT-5396,Desodorante En Spray Invisible Dry Dove 200 Ml,Cuidado personal e Higiene,Mercadona,Clavo en grano Hacendado,Carrefour,Desodorante En Spray Invisible Dry Dove 200 Ml
CAT-5387,Dentifrico Proteccion Profesional Pro Expert Oral B Pack De 2 Unidades De 75 Ml,Cuidado personal e Higiene,Mercadona,"Aceite de oliva 0,4º Hacendado",Carrefour,Dentifrico Proteccion Profesional Pro Expert Oral B Pack De 2 Unidades De 75 Ml
