id_catalogo;nombre_generico;id_dia_propuesto;nombre_dia_propuesto;score;aceptar_si_no
CAT-0521;Barritas de galleta bañadas en chocolate con leche Chips Ahoy;DI-2839;Galleta con chips de chocolate con leche El molino de Dia 76 g;88;
CAT-0522;Barquillos rellenos de nata 0% azúcares añadidos;DI-1375;Barquillos rellenos de nata Galleteca de Dia bolsa 210 g;77;
CAT-0524;Tortitas de arroz con chocolate blanco sabor yogur;DI-0736;Tortitas de arroz integral con chocolate blanco Dia Naturmundo bolsa 130 g;86;
CAT-0529;Galletas rebuenas rellenas de chocolate;DI-0003;Galletas rellenas de chocolate estrellas Principe caja 225 g;87;
CAT-0531;Galletas Chocominis sabor chocolate;DI-3105;Chocolate blanco con galleta Dia Temptation 100 g;70;
CAT-0542;Galletas Digestive 0% azúcares añadidos;DI-3097;Galletas al horno 0% azúcares añadidos Marbú Dorada caja 400 g;85;
CAT-0543;Galletas María choco;DI-0253;Galletas choco wafer chocolate con leche Milka bolsa 150 g;82;
CAT-0551;Galletas María sin gluten y sin lactosa;DI-0779;Galletas maría sin gluten Gullón caja 400 g;83;
CAT-0553;Barquillos con crema de avellanas;DI-2675;Barquillos rellenos de crema con leche y cacao Knoppers bolsa 75 g;82;
CAT-0554;Galletas de espelta 0% azúcares añadidos;DI-3097;Galletas al horno 0% azúcares añadidos Marbú Dorada caja 400 g;84;
CAT-0591;Galletas tradicionales;DI-1174;Patatas fritas tradicionales McCain 1 Kg;74;
CAT-0613;Tubitos bañados chocolate negro;DI-1701;Chocolate negro Dolca 100 g;83;
CAT-0615;Galletas de mantequilla Belgas;DI-3415;Galletas sabor mantequilla sin gluten Galleteca de Dia bolsa 120 g;87;
CAT-0616;Surtido de pastas artesanas;DI-1339;Pastas artesanas de almendras Blanco bolsa 400 g;83;
CAT-0618;Galletas Choco negro con chocolatina;DI-0253;Galletas choco wafer chocolate con leche Milka bolsa 150 g;73;
CAT-0619;Galletas Choco leche con chocolatina;DI-0506;Galletas con chocolate con leche Milka caja 150 g;83;
CAT-0622;Surtido de galletas y barquillos;DI-1013;Surtido de galletas Galleteca de Dia caja 400 g;75;
CAT-0634;Tortitas de maíz campestre;DI-0734;Mini tortitas de maíz y arroz sabor jamón Dia Naturmundo bolsa 75 g;76;
CAT-0720;Galletas con avena y semillas;DI-2716;Galletas saladas con semillas de chía Biscuits Galicia bolsa 200 g;84;
CAT-0772;Galletas rellenas de chocolate 0% azúcares añadidos;DI-4099;Galletas rellenas de Nutella 166 g;83;
CAT-1249;Galletas Divertidas con cereales;DI-0418;Galletas dorada con cereales Gullón caja 800 g;79;
CAT-1302;Galletas Crunchy Choc;DI-1940;Galletas de cacao rellenas de crema bañadas con chocolate crunchy bites Oreo bolsa 110 g;86;
CAT-2697;Galletas Divertidas chocolate con leche;DI-1700;Chocolate con leche Dolca 100 g;86;
CAT-2773;Galletas Choco con relleno de crema de cacao recubiertas de chocolate con leche;DI-1700;Chocolate con leche Dolca 100 g;86;
CAT-2774;Galletas Cream Cookies;DI-3813;Galletas mini cookies Stitch Maxies bolsa 100 g;84;
CAT-2967;Pastas de aceite;DI-0001;Aceite de oliva suave Carbonell 1 L;72;
CAT-4077;Tortitas de legumbres y arroz;DI-0734;Mini tortitas de maíz y arroz sabor jamón Dia Naturmundo bolsa 75 g;79;
CAT-4119;Galletas tostadas Animadas;DI-4315;Galletas tostadas Galleteca de Dia paquete 800 g;79;
CAT-0378;Palitos con frutos secos;DI-0352;Mix de frutos secos con cáscara Dia Snack Maniac 500 g;80;
CAT-0418;Picos saladitos;DI-3351;Palitos de pan Saladitos Velarte 200 g;75;
CAT-1197;Piquitos bajos en sal con orégano y tomillo;DI-0101;Orégano Dani 11 g;74;
CAT-1213;Panes especiales con tomate y orégano;DI-0101;Orégano Dani 11 g;74;
CAT-1214;Panes especiales sabor pizza con queso;DI-4022;Tostas sabor queso 100 g;76;
CAT-3630;Palitos de pan con aceitunas;DI-0020;Palitos de pan con pipas Velarte 80 g;78;
CAT-3879;Grissini palitos de pan;DI-0020;Palitos de pan con pipas Velarte 80 g;76;
CAT-3896;Palitos de pan con chocolate Anitin;DI-2288;Palitos de galleta recubiertos de chocolate con leche Mikado estuche 75 g;81;
CAT-3903;Palitos de pan con pipas Anitin;DI-0020;Palitos de pan con pipas Velarte 80 g;87;
CAT-3904;Palitos de pan con cacahuete Anitin;DI-0020;Palitos de pan con pipas Velarte 80 g;72;
CAT-3908;Picatostes fritos con ajo;DI-4508;Picatostes fritos El molino de Dia 75 g;81;
CAT-3915;Palitos de pan con queso Anitin;DI-4173;Palitos de pan con queso Snatt's 56 g;87;
CAT-4081;Palitos de pan 100% trigo espelta integral Anitin;DI-1918;Pan de molde trigo integral El molino de Dia 820 g;72;
CAT-0388;Mermelada de fresa monodosis;DI-0433;Mermelada de fresa extra Dia Fruticampo frasco 390 g;78;
CAT-0389;Mermelada de melocotón monodosis;DI-0432;Mermelada de melocotón extra Dia Fruticampo frasco 390 g;81;
CAT-0663;Confitura de melocotón 0% azúcares añadidos;DI-0517;Mermelada de melocotón 0% sin azúcares añadidos Dia Fruticampo frasco 330 g;86;
CAT-0736;Miel de naranjo;DI-1746;Agua fresca de flor de naranjo Álvarez Gómez spray 300 ml;80;
CAT-2668;Pacharán Oibar;DI-1637;Pacharán Zoco 70 cl;76;
CAT-0128;Snack Balls sabor queso;DI-0718;Conos de maíz sabor queso y bacon Dia Snack Maniac 100 g;85;
CAT-0315;Snack frito Rolls sabor queso y chili picante;DI-4022;Tostas sabor queso 100 g;76;
CAT-0330;Snack frito Binkies sabor queso;DI-4022;Tostas sabor queso 100 g;76;
CAT-0476;Garfitos de maíz sabor queso;DI-0718;Conos de maíz sabor queso y bacon Dia Snack Maniac 100 g;81;
CAT-0769;Conos sabor bacón y queso;DI-0718;Conos de maíz sabor queso y bacon Dia Snack Maniac 100 g;86;
CAT-1149;Galletas saladas con semillas y orégano;DI-2716;Galletas saladas con semillas de chía Biscuits Galicia bolsa 200 g;85;
CAT-1185;Combinado de aperitivos;DI-4208;Cóctel de aperitivos Dia Snack Maniac 200 g;72;
CAT-1232;Sticks de patata;DI-0613;Ñoquis de patata Gallo 400 g;72;
CAT-1815;Aperitivo de patata sabor crema agria y cebolla Pringles;DI-2881;Pringles bbq 70 g;80;
CAT-1823;Nachos tex-mex sabor queso;DI-4022;Tostas sabor queso 100 g;76;
CAT-1824;Cuquitos sabor queso;DI-4022;Tostas sabor queso 100 g;79;
CAT-2722;Sticks vegetales;DI-0016;Cheetos Sticks 96 g;73;
CAT-4201;Aperitivo de patata con sabor a nata agria y cebolla;DI-1154;Cebolla malla 750 g;70;
CAT-4297;Snack de maíz Stars sabor mantequilla;DI-1105;Aperitivo de maíz con sabor a mantequilla Jumpers 100 g;81;
CAT-4300;Patatinas extra crujientes;DI-1267;Cereales crujientes con chocolate y avellanas Kellogg's Extra caja 375 g;76;
CAT-0100;Infusión Manzanilla;DI-1091;Vino manzanilla Muy fina 75 cl;74;
CAT-0112;Infusión Manzanilla con anís;DI-0905;Manzanilla con anís Dia Tetería 40 unidades;83;
CAT-0113;Infusión Tila;DI-0118;Infusión dormir Dia Tetería 25 unidades;76;
CAT-0115;Infusión Cúrcuma con manzana y canela;DI-1982;Infusión de cúrcuma con té matcha Hornimans 20 unidades;72;
CAT-0118;Infusión Manzanilla sabor a miel;DI-0646;Manzanilla Dia Tetería 25 unidades;71;
CAT-0120;Infusión Laxsen sabor menta;DI-3683;Infusión laxan Montesanto 25 unidades;77;
CAT-0764;Infusión Digest;DI-0119;Infusión digestiva Dia Tetería 25 unidades;73;
CAT-2700;Infusión manzana y canela;DI-2621;Infusión de maca con jengibre, canela y naranja Hornimans 20 unidades;81;
CAT-3000;Infusión Menta Poleo;DI-2874;Poleo menta Dia Tetería 25 unidades;73;
CAT-3001;Infusión quema grasas;DI-1945;Infusión quema grasa Pompadour 20 unidades;80;
CAT-0960;Preparado para ahumar;DI-0080;Preparado para crepes Delimagic de Dia frasco 200 g;80;
CAT-0965;Escamas de sal marina natural Polasal;DI-0828;Escamas de sal marina Maldon 125 g;86;
CAT-1701;Sal de frutas sabor limón;DI-4595;Fanta de limón 2 L;73;
CAT-1850;Sal de ajo;DI-0074;Lay's Horno al punto de sal 150 g;75;
CAT-2202;Aceite de coco virgen;DI-0059;Aceite de oliva virgen extra hojiblanca Coosur 1 L;86;
CAT-2478;Limón exprimido;DI-0114;Zumo de naranja 100% exprimido sin pulpa Dia Saborfera 1 L;75;
CAT-2480;Reducción bálsamica de vinagre Pedro Ximénez;DI-2530;Salsa de pedro ximénez Dia Salseo 210 g;71;
CAT-0320;Arroz largo Sabroz;DI-4498;Arroz largo Dia Arrozona 1 Kg;84;
CAT-1003;Fideos orientales sabor gamba;DI-2571;Fideos orientales teriyaki Fusian Maggi 130 g;74;
CAT-1198;Quinoa cocida blanca y roja Sabroz;DI-1400;Vasos de quinoa blanca y roja Brillante 2 x 125 g;74;
CAT-1199;Arroz cocido redondo Sabroz;DI-1331;Arroz redondo SOS 1 Kg;87;
CAT-1201;Arroz cocido basmati Sabroz;DI-1278;Arroz basmati Tilda 1 Kg;81;
CAT-1202;Arroz cocido integral Sabroz;DI-4323;Arroz integral SOS 1 Kg;88;
CAT-1219;Fideos orientales sabor pollo;DI-1360;Noodles orientales sabor pollo Dia Al Punto 65 g;86;
CAT-1220;Fideos orientales sabor picante;DI-2571;Fideos orientales teriyaki Fusian Maggi 130 g;71;
CAT-1987;Pasta estrellas sin gluten Felicia;DI-1036;Pasta de estrellas Gallo 450 g;77;
CAT-1994;Pasta fresca girasoles rellena de queso de cabra y cebolla caramelizada;DI-3932;Cebolla caramelizada Dia Vegecampo 210 g;80;
CAT-2002;Spaghetti sin gluten Felicia;DI-3409;Espaguetis sin gluten Dia Al Diante 500 g;75;
CAT-2515;Arroz redondo La Fallera;DI-1331;Arroz redondo SOS 1 Kg;87;
CAT-2517;Arroz basmati aromático;DI-1278;Arroz basmati Tilda 1 Kg;81;
CAT-2538;Arroz redondo J Sendra;DI-1331;Arroz redondo SOS 1 Kg;87;
CAT-2624;Arroz integral largo;DI-4323;Arroz integral SOS 1 Kg;88;
CAT-3070;Pasta fresca tortellini rellena de carne;DI-3713;Pasta fresca Tortello rellena de carne Dia Selección Mundial 250 g;84;
CAT-3073;Pasta fresca girasoles rellena de quesos;DI-3713;Pasta fresca Tortello rellena de carne Dia Selección Mundial 250 g;73;
CAT-3075;Pasta fresca ravioli rellena de calabaza con cebolla;DI-1154;Cebolla malla 750 g;70;
CAT-3077;Pasta fresca gnocchi;DI-0690;Pasta de dientes dos en uno menta fresca Licor del Polo bote 75 ml;75;
CAT-3107;Pasta maravilla;DI-0891;Sopa de pollo con maravilla Gallina Blanca 85 g;75;
CAT-3108;Macarrón fino;DI-4369;Macarrón Dia Al Diante 1 Kg;76;
CAT-3112;Macarrón al huevo;DI-4369;Macarrón Dia Al Diante 1 Kg;79;
CAT-3114;Spaghetti al huevo;DI-0006;Espaguetis al huevo Gallo 450 g;74;
CAT-3125;Nidos al huevo;DI-0006;Espaguetis al huevo Gallo 450 g;73;
CAT-3163;Pasta penne Armando;DI-2270;Pasta penne Dia Selección Mundial 500 g;73;
CAT-3234;Tortellini carne Pagani;DI-1115;Tortelloni de carne Gallo 200 g;75;
CAT-4113;Pasta fresca gnocchi rellena de quesos;DI-3713;Pasta fresca Tortello rellena de carne Dia Selección Mundial 250 g;75;
CAT-4137;Fideos orientales Yakisoba sabor soja;DI-2571;Fideos orientales teriyaki Fusian Maggi 130 g;71;
CAT-4246;Cous cous mediano;DI-0219;Cous cous Gallo 500 g;75;
CAT-0966;Edulcorante en pastillas sacarina;DI-0104;Edulcorante Dia bote 50 g;81;
CAT-0967;Edulcorante sacarina en sobres;DI-2420;Edulcorante granulado en sobres Natreen caja 90 unidades;82;
CAT-0968;Edulcorante en pastillas stevia;DI-1298;Edulcorante stevia Dia frasco 150 unidades;84;
CAT-0969;Edulcorante granulado stevia;DI-2420;Edulcorante granulado en sobres Natreen caja 90 unidades;86;
CAT-0970;Edulcorante líquido stevia;DI-1203;Edulcorante líquido Dia botella 200 ml;87;
CAT-0971;Edulcorante stevia en sobres;DI-1406;Edulcorante stevia en polvo Dia bote 200 g;86;
CAT-0979;Sirope de agave;DI-0745;Sirope de fresa Delimagic de Dia botella 295 g;75;
CAT-1993;Azúcar glas;DI-1900;Azúcar glacé Dia bote 300 g;71;
CAT-3308;Edulcorante Eritritol y Sucralosa;DI-0104;Edulcorante Dia bote 50 g;81;
CAT-3501;Edulcorante líquido sacarina;DI-1203;Edulcorante líquido Dia botella 200 ml;83;
CAT-0213;Sazonador ajo y limón para carne y pescado;DI-2455;Sazonador para paella de carne Pote 12.5 g;70;
CAT-0214;Sazonador hierbas provenzales para pollo y costillas;DI-2972;Hierbas provenzales Dia Vegecampo 22 g;79;
CAT-1343;Sazonador para fajitas sabor tex-mex;DI-3895;Sazonador tex-mex Maggi 66 g;85;
CAT-1846;Clavo en grano;DI-0257;Café en grano natural Dia Cafetería 500 g;73;
CAT-1847;Anís en grano;DI-0257;Café en grano natural Dia Cafetería 500 g;76;
CAT-1869;Cebolla frita crujiente;DI-1101;Cebolla frita Hida 2 x 155 g;79;
CAT-2461;Hoja de laurel;DI-4189;Hojas de laurel Dani 10 g;82;
CAT-2981;Sazonador pasta;DI-0211;Sazonador para pollo asado Maggi 34 g;75;
CAT-3960;Azafrán hebra;DI-0573;Azafrán en hebras Pote 0,4 g;70;
CAT-4096;Ajo granulado;DI-2420;Edulcorante granulado en sobres Natreen caja 90 unidades;82;
CAT-4097;Sazonador barbacoa para pollo y costillas;DI-3740;Sazonador barbacoa Dia Vegecampo 80 g;78;
CAT-4107;Sazonador pollo y carne;DI-0211;Sazonador para pollo asado Maggi 34 g;79;
CAT-0152;Preparado en polvo instantáneo para crepes;DI-0509;Preparado para hornear en polvo Royal 96 g;77;
CAT-0821;Gelatina neutra en láminas Foodsy;DI-0279;Gelatina en láminas Dr. Oetker bolsa 20 g;75;
CAT-1385;Preparado para pizzas;DI-0080;Preparado para crepes Delimagic de Dia frasco 200 g;80;
CAT-1698;Gasificante repostería casera;DI-4396;Gasificante El tigre 39 g;71;
CAT-1732;Harina de trigo grande;DI-0377;Harina de trigo Gallo 1 Kg;84;
CAT-1733;Harina de arroz;DI-0377;Harina de trigo Gallo 1 Kg;75;
CAT-1737;Harina semolosa de trigo especial para fritos;DI-0377;Harina de trigo Gallo 1 Kg;83;
CAT-1738;Impulsor gasificante en polvo Royal uso alimentario;DI-4396;Gasificante El tigre 39 g;71;
CAT-1744;Harina de garbanzo;DI-3403;Harina de garbanzos El molino de Dia 500 g;77;
CAT-1779;Preparado en polvo flanes y natillas Maizena Potax;DI-1925;Preparado para flanes y natillas Flanin caja 192 g;76;
CAT-1780;Preparado en polvo flan;DI-0509;Preparado para hornear en polvo Royal 96 g;88;
CAT-1784;Preparado en polvo natillas;DI-0509;Preparado para hornear en polvo Royal 96 g;80;
CAT-1786;Preparado en polvo cuajada azucarada Royal sabor lácteo;DI-2142;Preparado para cuajada Royal caja 60 g;82;
CAT-1788;Preparado en polvo gelatina fresa;DI-0509;Preparado para hornear en polvo Royal 96 g;71;
CAT-3140;Masa fresca hojaldre;DI-0330;Masa de hojaldre Dia Al Punto bolsa 230 g;79;
CAT-3142;Masa fresca hojaldre con mantequilla;DI-1963;Mantequilla con sal Dia Láctea 250 g;73;
CAT-3143;Masa fresca empanada;DI-2872;Masa para empanada Cerelia bolsa 280 g;79;
CAT-3175;Masa de hojaldre sin gluten;DI-0330;Masa de hojaldre Dia Al Punto bolsa 230 g;74;
CAT-3759;Impulsor gasificante repostería para uso alimentario;DI-4396;Gasificante El tigre 39 g;71;
CAT-4159;Levadura fresca Levital;DI-1626;Levadura fresca Levanova 2 x 25 g;82;
CAT-4268;Harina fina de maíz;DI-0397;Harina de maíz Maizena 400 g;88;
CAT-1460;Alubia cocida roja;DI-1297;Alubias rojas cocidas Dia Vegecampo 400 g;73;
CAT-1461;Alubia cocida pinta;DI-1708;Alubias pintas cocidas Dia Vegecampo 400 g;75;
CAT-1463;Lenteja cocida;DI-2690;Lentejas cocidas Dia Vegecampo 210 g;70;
CAT-1464;Alubia cocida blanca;DI-0239;Alubias blancas cocidas Luengo 400 g;80;
CAT-1466;Garbanzo cocido;DI-0021;Garbanzos cocidos Luengo 400 g;77;
CAT-1468;Garbanzo cocido Pedrosillano;DI-1980;Garbanzos cocidos pedrosillanos Dia Vegecampo 400 g;81;
CAT-2618;Alubia blanca;DI-0032;Alubias blancas Luengo 1 Kg;74;
CAT-2818;Lenteja pardina;DI-1040;Lentejas pardinas Luengo 500 g;77;
CAT-2944;Postre lácteo infantil de galleta +8 meses;DI-1280;Postre lácteo infantil con puré de plátano Nestlé Yogolino bolsa 100 g;76;
CAT-0290;Salsa Brasa & Sabor;DI-0494;Salsa brava Dia Salseo 300 g;76;
CAT-0888;Tomate frito receta artesana;DI-2423;Tomate frito receta tradicional Dia Vegecampo 550 g;81;
CAT-0900;Aliño de aceite con perejil y ajo;DI-0440;Panecillos tostados con ajo y perejil El molino de Dia 160 g;75;
CAT-0909;Salsa de Soja sin gluten;DI-4705;Salsa de soja Heinz 150 ml;81;
CAT-0912;Salsa fresca Queso;DI-3714;Pasta fresca media luna rellena de queso Dia Selección Mundial 250 g;80;
CAT-0913;Salsa fresca Trufa;DI-3869;Salsa de trufa Ybarra 250 ml;76;
CAT-1354;Mostaza clásica;DI-2745;Mostaza Prima 265 g;71;
CAT-1403;Mayonesa en sobres individuales;DI-0051;Mayonesa Prima 400 ml;73;
CAT-1909;Salsa fresca Carbonara;DI-1687;Salsa carbonara Gallo 330 ml;83;
CAT-1931;Salsa de tomate Zero sin azúcares añadidos;DI-2739;Bebida de chufa sin azúcares añadidos Dia 1 L;79;
CAT-1958;Salsa curry Tikka Masala picante;DI-3891;Salsa tikka masala Maggi 340 g;86;
CAT-2037;Salsa Original Ligeresa;DI-0398;Salsa fina Ligeresa 210 ml;86;
CAT-2772;Salsa de tomate Boloñesa;DI-0399;Salsa boloñesa Gallo 350 g;82;
CAT-3300;Ketchup en sobres individuales;DI-2339;Ketchup Heinz 700 g;70;
CAT-3751;Salsa fresca Setas;DI-2427;Pasta fresca rellena con setas del bosque Gallo 250 g;80;
CAT-3752;Alioli con perejil;DI-0440;Panecillos tostados con ajo y perejil El molino de Dia 160 g;76;
CAT-0605;Peras Conferencia;DI-0701;Pera conferencia bandeja 700 g;79;
CAT-1760;Piña natural a rodajas;DI-0944;Piña en su jugo en rodajas Dia Fruticampo 3 x 137 g;71;
CAT-3005;Bebida espirituosa Convidado de Baco;DI-0507;Bebida espirituosa Gladiador 1 L;78;
CAT-1785;Naranja de mesa;DI-0165;Naranjas de mesa malla 2 Kg;81;
CAT-1793;Manzanas Golden;DI-0842;Manzana Golden bolsa 1 Kg;80;
CAT-1922;Sandía baja en semillas;DI-0304;Uva blanca sin semillas bandeja 400 g;70;
CAT-3894;Manzanas rojas acidulces;DI-4430;Manzana roja acidulce Fuji bolsa 1 Kg;79;
CAT-3910;Manzanas rojas dulces;DI-4430;Manzana roja acidulce Fuji bolsa 1 Kg;72;
CAT-7483;Chocolate con leche classic;DI-1700;Chocolate con leche Dolca 100 g;86;
CAT-7838;Gelatina gato adulto selección de aves Quartett;DI-4017;Carpaccio Selección de Dia 105 g;71;
CAT-0360;Ensalada de pollo, queso y frutos secos Listo para Comer;DI-2669;Dados de queso para ensalada Dia Láctea 100 g;77;
CAT-1490;Champiñones blancos;DI-0362;Champiñones enteros Dia Vegecampo 185 g;73;
CAT-1918;Calabaza cacahuete cortada a trozos;DI-2392;Calabaza cortada a trozos al vacío 500 g;85;
CAT-2181;Picada de ajo y perejil;DI-0440;Panecillos tostados con ajo y perejil El molino de Dia 160 g;82;
CAT-3369;Repollo liso partido;DI-4361;Repollo liso unidad 2 Kg aprox.;75;
CAT-3372;Media calabaza para asar;DI-2757;Snack para gatos con pollo y calabaza Nestlé caja 50 g;70;
CAT-3381;Lechugas corazón romana;DI-4341;Corazón de lechuga romana unidad;80;
CAT-3383;Cebollas tiernas;DI-3285;Cebolla tierna unidad;76;
CAT-3384;Cebollas dulces;DI-0406;Cebolla dulce malla 1 Kg;76;
CAT-3387;Verdura para crema de calabaza;DI-2397;Crema de calabaza Dia Al Punto 500 ml;79;
CAT-3400;Pimiento verde freír;DI-0184;Pimiento verde granel 500 g aprox.;82;
CAT-3402;Calabacín verde;DI-4443;Calabacín crü 400 g;82;
CAT-3403;Calabacín blanco;DI-4443;Calabacín crü 400 g;82;
CAT-3404;Berenjena rayada;DI-1147;Berenjena unidad;75;
CAT-3408;Preparado de verdura para cocido;DI-4775;Preparado para tarta de oreo Royal caja 215 g;70;
CAT-3409;Floretas de coliflor para microondas;DI-3332;Brócoli para microondas Florette 225 g;79;
CAT-3411;Tomates cherry en rama Dulcita;DI-0560;Tomates cherry bandeja 400 g;78;
CAT-3412;Salteado de pimientos y cebolla cortado y lavado;DI-1154;Cebolla malla 750 g;70;
CAT-3414;Lechuga romana cortada y lavada;DI-4341;Corazón de lechuga romana unidad;73;
CAT-3415;Tomate rosa;DI-4054;Tomate Bárbaro 400 g;72;
CAT-3416;Tomates Anhel;DI-0560;Tomates cherry bandeja 400 g;70;
CAT-3419;Salteado de verduras para microondas cortado y lavado;DI-2103;Verduras para microondas Dia Vegecampo 300 g;83;
CAT-3420;Batatas para microondas;DI-0351;Palomitas sabor mantequilla para microondas Dia Snack Maniac 270 g;79;
CAT-3422;Ensalada queso de cabra;DI-2669;Dados de queso para ensalada Dia Láctea 100 g;85;
CAT-3424;Rama de Tomates;DI-1152;Tomate pera bandeja 500 g;71;
CAT-3426;Champiñones laminados limpios;DI-0805;Champiñones laminados Dia Vegecampo 185 g;84;
CAT-3427;Remolacha cocida y pelada;DI-0930;Remolacha cocida al vacío 500 g;78;
CAT-3432;Maíz dulce en mazorca;DI-1171;Mazorcas de maíz dulce cocidas 400 g;78;
CAT-3434;Pimientos semipicantes;DI-0789;Pimiento semipicante bolsa 200 g;83;
CAT-3438;Ajo tierno;DI-0801;Filete de lomo tierno marinado Selección de Dia bandeja 300 g;75;
CAT-3439;Espárragos verdes gruesos;DI-0150;Espárragos blancos muy gruesos 5/8 piezas Carretilla 325 g;84;
CAT-3441;Espárragos verdes finos;DI-0290;Espárragos verdes delgados Dia Vegecampo 100 g;85;
CAT-3443;Champiñones Portobello;DI-1150;Champiñón portobello bandeja 250 g;76;
CAT-3445;Lechuga iceberg cortada y lavada;DI-2101;Lechuga iceberg lavada Dia Vegecampo bolsa 200 g;81;
CAT-3450;Perejil troceado lavado;DI-0099;Perejil Dani 13 g;74;
CAT-3451;Ensalada mezcla 4 estaciones lavada;DI-0063;Ensalada 4 estaciones Dia Vegecampo bolsa 200 g;76;
CAT-3453;Canónigos lavados;DI-0078;Canónigos Dia Vegecampo bolsa 70 g;71;
CAT-3457;Espinacas cortadas y lavadas;DI-0615;Espinacas cortadas Findus 400 g;84;
CAT-3458;3 Vegetales para microondas lavados;DI-2103;Verduras para microondas Dia Vegecampo 300 g;72;
CAT-3460;Ensalada mezcla gourmet lavada;DI-0064;Ensalada gourmet Dia Vegecampo bolsa 150 g;74;
CAT-3462;Ensalada de la casa;DI-0793;Ensalada de la huerta Dia Al Punto 400 g;85;
CAT-3465;Ensalada mezcla tierna lavada;DI-3986;Ensalada tierna Dia Vegecampo bolsa 125 g;73;
CAT-3473;Tomates cherry pera kumato;DI-0738;Tomates cherry pera bandeja 250 g;84;
CAT-1962;Vela perfumada Fruta Tropical;DI-0181;Bifrutas tropical Pascual 1 L;70;
CAT-3211;Chicles menta fuerte gragea;DI-1959;Chicles sabor menta fuerte sin azúcar Iceberg de Dia bolsa 44.8 g;85;
CAT-3215;Caramelos café 0% azúcares;DI-1590;Caramelos sabor café expresso Solano bolsa 99 g;72;
CAT-3555;Ambientador perlas Lima;DI-4050;Ambientador perlas citronela Dia Super Paco 110 g;88;
CAT-0174;Detergente ropa Frescura líquido;DI-0477;Detergente máquina líquido todo en 1 Dixan botella 30 lavados;72;
CAT-0413;Jabón Natural con glicerina;DI-2161;Jabón de manos con glicerina Dia Imaqe bote 500 ml;83;
CAT-0563;Detergente ropa blanca y de color en polvo;DI-2145;Detergente en polvo a mano Super Paco de Dia caja 600 g;74;
CAT-0564;Detergente ropa jabón de Marsella en polvo;DI-2145;Detergente en polvo a mano Super Paco de Dia caja 600 g;71;
CAT-2186;Detergente ropa oscura líquido;DI-0477;Detergente máquina líquido todo en 1 Dixan botella 30 lavados;75;
CAT-2686;Detergente ropa todo en 1 Ariel Pods en cápsulas;DI-2514;Detergente máquina cápsulas all in 1 Ariel caja 25 lavados;74;
CAT-4061;Detergente ropa jabón natural de Marsella líquido;DI-2198;Detergente máquina líquido marsella Super Paco de Dia garrafa 46 lavados;76;
CAT-4062;Detergente ropa Colonia Hipoalergénico líquido;DI-2204;Detergente máquina líquido colonia botella Super Paco de Dia garrafa 46 lavados;72;
CAT-0232;Lavavajillas Todo en 1 Fairy en pastillas;DI-2196;Lavavajillas máquina gel todo en 1 Super Paco de Dia botella 36 lavados 648 ml;71;
CAT-1965;Sal lavavajillas en grano;DI-2196;Lavavajillas máquina gel todo en 1 Super Paco de Dia botella 36 lavados 648 ml;75;
CAT-2203;Lavavajillas Ultra Original Fairy líquido;DI-0719;Lavavajillas a mano concentrado ultra Fairy botella 1.15 L;74;
CAT-2217;Lavavajillas Todo en 1 en pastillas;DI-2196;Lavavajillas máquina gel todo en 1 Super Paco de Dia botella 36 lavados 648 ml;80;
CAT-2232;Ambientador lavavajillas Limón;DI-2915;Lavavajillas máquina todo en 1 lima y limón Somat botella 60 lavados 1.08 L;75;
CAT-4052;Lavavajillas Ultra Todo en 1 Fairy en pastillas;DI-0719;Lavavajillas a mano concentrado ultra Fairy botella 1.15 L;74;
CAT-2229;Desatascador Turbo en gel;DI-1012;Desatascador de tuberías gel denso WC Net botella 1 L;78;
CAT-2230;Lejía Perfumada con detergente limón;DI-1677;Lejía con detergente limón Dia garrafa 2 L;87;
CAT-2231;Pastillas desinfectantes multiusos;DI-0661;Limpiador desinfectante multiusos Sanytol spray 750 ml;74;
CAT-2233;Lejía Multiusos;DI-0176;Limpiador multiusos básico aroma limón Don Limpio botella 1.5 L;75;
CAT-2257;Amoníaco con detergente;DI-2343;Amoniaco con detergente Dia botella 1.5 L;79;
CAT-2258;Limpiador de Tuberías;DI-0689;Limpiador de hogar multiusos Lavanda Ajax botella 1.25 L;73;
CAT-2260;Amoníaco concentrado con detergente;DI-2343;Amoniaco con detergente Dia botella 1.5 L;76;
CAT-2261;Amoníaco perfumado;DI-4506;Amoniaco perfumado Dia botella 1.5 L;74;
CAT-0992;Limpiador WC Aqua en gel antical;DI-4719;Limpiador antical Viakal spray 700 ml;72;
CAT-0994;Multiusos cocina;DI-0176;Limpiador multiusos básico aroma limón Don Limpio botella 1.5 L;72;
CAT-2066;Colgador WC Power Activ Pino Bref;DI-0838;Block wc pino poder activo Bref   blister 2 unidades;72;
CAT-2078;Limpiador concentrado Las 3 Brujas;DI-1205;Limpiador concentrado para suelos y superficies Sanicentro botella 1.5 L;79;
CAT-2204;Limpiador WC Flor de Cerezo en gel;DI-1991;Gel Limpiador wc azul marino Super Paco de Dia botella 1 L;72;
CAT-2239;Limpiador WC con lejía en gel;DI-1993;Gel Limpiador wc Lejía perfumada Super Paco de Dia botella 1 L;86;
CAT-2242;Toallitas limpiadoras de Cristales y Espejos;DI-2340;Toallitas limpiadoras multiusos Super Paco de Dia bolsa 80 unidades;71;
