id_catalogo,id_dia,nombre_catalogo,tipo,marca_catalogo,nombre_dia,marca_dia,precio_dia,score,motivo
CAT-1665,DI-4679,whisky escocés red label,marca_fabricante,Johnnie Walker,Whisky red label Johnnie Walker 70 cl,Johnnie Walker,14.45,10,"mismo producto exacto, misma marca Johnnie Walker, whisky red label"
CAT-1663,DI-4326,whisky escocés,marca_fabricante,Ballantine's,Whisky Ballantine's 70 cl,Ballantine's,13.95,10,"mismo producto exacto, misma marca Ballantine's, whisky escocés"
CAT-1593,DI-0964,ginebra dry gin,marca_fabricante,Seagram's,Ginebra Seagram's 70 cl,Seagram's,17.5,10,"mismo producto exacto, misma marca Seagram's, ginebra dry gin"
CAT-1509,DI-0373,cerveza clásica,marca_fabricante,Mahou,Cerveza clásica Mahou 50 cl,Mahou,1.15,10,"mismo producto exacto, misma marca Mahou, cerveza clásica"
CAT-1508,DI-3305,cerveza reserva,marca_fabricante,Alhambra,Cerveza reserva 1925 Alhambra 33 cl,Alhambra,1.29,10,"mismo producto exacto, misma marca Alhambra, cerveza reserva 1925"
CAT-1513,DI-0152,agua mineral,marca_fabricante,Font Vella,Agua mineral Font Vella 1 L,Font Vella,0.75,10,"mismo producto exacto, misma marca Font Vella, agua mineral"
CAT-1834,DI-1479,coco rallado,marca_blanca,,Coco rallado Dr. Oetker bolsa 130 g,Dr. Oetker,3.39,10,"mismo producto marca_blanca, coco rallado, marca del fabricante es irrelevante"
CAT-1782,DI-3861,fideos de chocolate,marca_blanca,,Fideos de chocolate negro Dekora bolsa 100 g,Dekora,1.79,10,"mismo producto marca_blanca, fideos de chocolate, marca del fabricante es irrelevante"
CAT-0921,DI-0244,atún en salsa de tomate,marca_blanca,,Atún en salsa de tomate Dia Dia Mari Marinera 3 x 52 g,Dia Mari Marinera,2.1,10,"mismo producto marca_blanca, atún en salsa de tomate, marca del fabricante es irrelevante"
CAT-0918,DI-1799,atún claro al natural,marca_blanca,,Atún claro al natural Dia Mari Marinera 6 x 60 g,Dia Mari Marinera,4.2,10,"mismo producto marca_blanca, atún claro al natural, marca del fabricante es irrelevante"
CAT-1459,DI-4611,medio conejo troceado,marca_blanca,,Medio conejo troceado Selección de Dia 800 g aprox.,Selección de Dia,7.99,10,"mismo producto marca_blanca, medio conejo troceado, marca del fabricante es irrelevante"
CAT-0744,DI-0767,leche evaporada,marca_blanca,,Leche evaporada Ideal 525 g,Ideal,2.59,10,"mismo producto marca_blanca, leche evaporada, marca del fabricante es irrelevante"
CAT-2153,DI-1865,gazpacho fresco,marca_blanca,,Gazpacho fresco sin gluten García Millán 330 ml,García Millán,1.55,10,"mismo tipo de producto marca_blanca, gazpacho fresco"
CAT-2103,DI-0925,pechugas enteras de pollo,marca_blanca,,Pechugas enteras de pollo Selección de Dia 750 g aprox.,Selección de Dia,5.24,10,"mismo tipo de producto marca_blanca, pechugas enteras de pollo"
CAT-2649,DI-2583,paté de salmón,marca_blanca,,Paté de salmón Dia Nuestra Alacena 110 g,Dia Nuestra Alacena,0.95,10,"mismo tipo de producto marca_blanca, paté de salmón"
CAT-2648,DI-2581,paté de jamón,marca_blanca,,Paté de jamón Dia Nuestra Alacena 110 g,Dia Nuestra Alacena,0.95,10,"mismo tipo de producto marca_blanca, paté de jamón"
CAT-2175,DI-0593,mortadela,marca_blanca,,Mortadela clásica Campofrío 95 g,Campofrío,1.0,10,"mismo tipo de producto marca_blanca, mortadela clásica"
CAT-2144,DI-1238,bebida tropical sin azúcar,marca_blanca,,Bebida de zumo tropical sin azúcares añadidos Dia Saborfera 1 L,Dia Saborfera,0.99,10,"mismo tipo de producto marca_blanca, bebida tropical sin azúcar"
CAT-2136,DI-1422,zumo de piña,marca_blanca,,Zumo de piña exprimido Dia Saborfera 1 L,Dia Saborfera,2.29,10,"mismo tipo de producto marca_blanca, zumo de piña"
CAT-1936,DI-2955,toallitas bebé aqua,marca_blanca,,Toallitas aqua Planeta Bebé de Dia bolsa 60 unidades,Planeta Bebé de Dia,1.8,10,"mismo tipo de producto marca_blanca, toallitas bebé aqua"
CAT-1978,DI-2414,papilla 8 cereales con miel,marca_fabricante,Nestlé,Papilla líquida 8 cereales con miel Nestlé caja 2 x 250 ml,Nestlé,2.59,10,"mismo producto exacto, misma marca Nestlé, papilla 8 cereales con miel"
CAT-1560,DI-1389,refresco limón original,marca_fabricante,Schweppes,Schweppes de limón 330 ml,Schweppes,0.97,10,"mismo producto exacto, misma marca Schweppes, refresco limón"
CAT-1684,DI-0041,ron dominicano añejo,marca_fabricante,Ron Barceló,Ron añejo Barceló 70 cl,Barceló,15.45,10,"mismo producto exacto, misma marca Barceló, mismo tipo ron dominicano añejo"
CAT-1679,DI-0154,ginebra london dry gin,marca_fabricante,Larios,Ginebra Larios 70 cl,Larios,14.79,10,"mismo producto exacto, misma marca Larios, ginebra london dry gin"
CAT-1678,DI-4328,ginebra london dry gin,marca_fabricante,Beefeater,Ginebra Beefeater 70 cl,Beefeater,14.25,10,"mismo producto exacto, misma marca Beefeater, ginebra london dry gin"
CAT-3294,DI-0143,crema de cacao con avellanas,marca_fabricante,Nutella,Crema de cacao con avellanas Nutella bote 200 g,Nutella,2.95,10,"mismo producto exacto, misma marca Nutella, crema cacao con avellanas"
CAT-2829,DI-2187,chorizo picante extra,marca_blanca,,Chorizo extra picante Dia Nuestra Alacena 270 g,Dia Nuestra Alacena,2.4,10,"mismo producto marca_blanca, chorizo picante extra, mismo tipo"
CAT-2828,DI-2186,chorizo dulce extra,marca_blanca,,Chorizo extra dulce Dia Nuestra Alacena 270 g,Dia Nuestra Alacena,2.4,10,"mismo producto marca_blanca, chorizo dulce extra, mismo tipo"
CAT-3277,DI-0226,tinto de verano sin alcohol limón,marca_fabricante,Don Simón,Tinto de verano sin alcohol con limón Don Simón 1.5 L,Don Simón,1.55,10,"mismo producto exacto, misma marca Don Simón, diferente tamaño no baja score"
CAT-3247,DI-0733,vino blanco DO Rioja,marca_fabricante,El Coto,Vino blanco D.O. Rioja El coto 75 cl,El coto,4.25,10,"mismo producto exacto, misma marca El Coto, mismo formato"
CAT-3246,DI-0037,vino tinto crianza DO Rioja,marca_fabricante,El Coto,Vino tinto crianza D.O. Rioja El coto 75 cl,El coto,6.35,10,"mismo producto exacto, misma marca El coto, vino tinto crianza DO Rioja"
CAT-2922,DI-1853,refresco tropical sin gas,marca_blanca,,Refresco tropical sin gas Enjoy 1.5 L,Enjoy,1.19,10,"mismo tipo de producto marca_blanca, refresco tropical sin gas"
CAT-2768,DI-1179,cerveza de trigo,marca_fabricante,Paulaner,Cerveza de trigo Paulaner 50 cl,Paulaner,1.94,10,"mismo producto exacto, misma marca Paulaner, cerveza de trigo"
CAT-1986,DI-3467,acondicionador repara y protege,marca_fabricante,Pantene,Acondicionador intensivo repara y protege Pantene tubo 220 ml,Pantene,4.79,10,"mismo producto exacto, misma marca Pantene, acondicionador repara y protege"
CAT-1926,DI-0721,espuma cabello rizos definidos fijación 5,marca_fabricante,Pantene,Espuma rizos definidos Pantene spray 200 ml,Pantene,3.79,10,"mismo producto exacto, misma marca Pantene, espuma rizos definidos"
CAT-2783,DI-2162,jabón de manos neutraliza olores,marca_blanca,,Jabón de manos neutraliza olores Dia Imaqe bote 500 ml,Dia Imaqe,1.65,10,mismo producto marca blanca: jabón de manos neutraliza olores
CAT-1924,DI-4618,gel de baño hidratante,marca_fabricante,Natural Honey,Gel de baño hidratante Natural Honey botella 650 ml,Natural Honey,2.15,10,mismo producto fabricante Natural Honey: gel de baño hidratante
CAT-1984,DI-0531,mascarilla repara y protege cabello dañado y seco,marca_fabricante,Pantene,Mascarilla repara y protege cabello dañado Pantene frasco 300 ml,Pantene,4.19,10,mismo producto fabricante Pantene: mascarilla repara y protege cabello dañado
CAT-1983,DI-3524,champú repara y protege cabello débil y dañado,marca_fabricante,Pantene,Champú repara y protege cabello dañado Pantene botella 325 ml,Pantene,3.79,10,mismo producto fabricante Pantene: champú repara y protege cabello dañado
CAT-1925,DI-1979,laca cabello ultra fuerte fijación 5,marca_fabricante,Pantene,Laca fijación ultra fuerte Pantene spray 250 ml,Pantene,3.79,10,mismo producto fabricante Pantene: laca fijación ultra fuerte
CAT-1140,DI-3989,mascarilla hydra revitaliza cabello muy seco,marca_fabricante,Pantene,Mascarilla hydra revitaliza Pantene frasco 300 ml,Pantene,4.99,10,mismo producto fabricante Pantene: mascarilla hydra revitaliza cabello muy seco
CAT-1139,DI-3987,champú hydra revitaliza cabello muy seco,marca_fabricante,Pantene,Champú hydra revitaliza Pantene botella 325 ml,Pantene,3.99,10,mismo producto fabricante Pantene: champú hydra revitaliza cabello muy seco
CAT-1085,DI-3217,champú anticaspa menthol fresh,marca_fabricante,H&S,Champú anticaspa menthol fresh H&s botella 250 ml,H&s,3.29,10,mismo producto fabricante H&S: champú anticaspa menthol fresh
CAT-1084,DI-3215,champú anticaspa citrus fresh para cabello graso,marca_fabricante,H&S,Champú anticaspa citrus fresh cabello graso H&s botella 250 ml,H&s,3.29,10,mismo producto fabricante H&S: champú anticaspa citrus fresh cabello graso
CAT-3934,DI-2128,aceitunas negras en rodajas,marca_blanca,,Aceitunas negras en rodajas Dia Vegecampo 3 x 50 g,Dia Vegecampo,2.0,10,mismo producto marca blanca: aceitunas negras en rodajas
CAT-3502,DI-1610,espárragos blancos delgados cortos,marca_blanca,,Espárragos blancos delgados Dia Vegecampo 110 g,Dia Vegecampo,1.25,10,mismo producto marca blanca: espárragos blancos delgados
CAT-1810,DI-0502,banderillas picantes,marca_blanca,,Banderillas picantes Dia Vegecampo 140 g,Dia Vegecampo,1.49,10,mismo producto marca blanca: banderillas picantes
CAT-1802,DI-2731,altramuces,marca_blanca,,Altramuces Dia Vegecampo 265 g,Dia Vegecampo,1.1,10,mismo producto marca blanca: altramuces
CAT-1799,DI-0339,aceitunas verdes con hueso sabor anchoa,marca_blanca,,Aceitunas sabor anchoa con hueso Dia Vegecampo 500 g,Dia Vegecampo,2.85,10,mismo producto marca blanca: aceitunas verdes con hueso sabor anchoa
CAT-1795,DI-3911,ajos aliñados,marca_blanca,,Ajos aliñados Rioverde 220 g,Rioverde,2.95,10,"mismo producto marca_blanca, ajos aliñados"
CAT-3407,DI-1212,patatas para guarnición,marca_blanca,,Patatas de guarnición 1 Kg,DIA,1.99,10,"mismo producto exacto, patatas guarnición"
CAT-3401,DI-1147,berenjena,marca_blanca,,Berenjena unidad,DIA,1.19,10,"mismo producto exacto, berenjena"
CAT-3390,DI-4361,repollo liso,marca_blanca,,Repollo liso unidad 2 Kg aprox.,DIA,3.38,10,"mismo producto exacto, repollo liso"
CAT-3382,DI-4341,lechuga corazón romana,marca_blanca,,Corazón de lechuga romana unidad,DIA,1.0,10,"mismo producto exacto, lechuga romana/corazón"
CAT-3368,DI-0848,puerros,marca_blanca,,Puerros 500 g,DIA,2.49,10,"mismo producto exacto, puerros"
CAT-3352,DI-0162,lechuga iceberg,marca_blanca,,Lechuga iceberg unidad,DIA,1.05,10,"mismo producto exacto, lechuga iceberg"
CAT-3371,DI-4191,placas para lasaña precocidas,marca_fabricante,El Pavo,Placas para lasaña El pavo 200 g,El pavo,1.65,10,"mismo producto exacto, misma marca El Pavo, placas lasaña precocidas"
CAT-0414,DI-2152,vinagre de Jerez reserva,marca_blanca,,Vinagre de jerez reserva D.O.P. Delicias de Dia 250 ml,Delicias de Dia,1.99,10,"marca_blanca, mismo producto vinagre Jerez reserva, marca de distribuidora DIA"
CAT-3319,DI-0987,mermelada de higo,marca_blanca,,Mermelada de higo extra 60% fruta Dia Fruticampo frasco 320 g,Dia Fruticampo,1.99,10,"marca_blanca, mismo producto mermelada higo, marca de distribuidora DIA"
CAT-3339,DI-1396,picos camperos,marca_blanca,,Picos camperos El molino de Dia 250 g,El molino de Dia,0.79,10,"marca_blanca, mismo producto picos camperos, marca de distribuidora DIA"
CAT-3333,DI-4123,jabón de manos en pastilla,marca_fabricante,Dove,Jabón de manos Dove pastilla 2 x 90 g,Dove,1.99,10,"mismo producto exacto, misma marca Dove, jabón pastilla, diferente tamaño no baja score"
CAT-3284,DI-4586,sangría,marca_fabricante,Don Simón,Sangría Don Simón 1.5 L,Don Simón,2.29,10,"mismo producto exacto, misma marca Don Simón sangría, diferente tamaño no baja score"
CAT-3907,DI-4508,picatostes fritos,marca_blanca,,Picatostes fritos El molino de Dia 75 g,El molino de Dia,0.69,10,"mismo producto, picatostes fritos, solo diferencia de marca fabricante"
CAT-4082,DI-1088,crema de espárragos,marca_blanca,,Crema de espárragos Gallina Blanca Sopinstant 57 g,Gallina Blanca,1.49,10,"mismo producto, crema de espárragos instantánea, solo diferencia de marca fabricante"
CAT-3775,DI-4401,sopa de pollo con fideos finos,marca_fabricante,Gallina Blanca,Sopa de pollo con fideos Gallina Blanca 71 g,Gallina Blanca,0.85,10,"mismo producto exacto, marca coincide (Gallina Blanca), sopa de pollo con fideos"
CAT-4149,DI-3454,tarta red velvet congelada,marca_blanca,,Tarta red velvet congelada San Martín 625 g,San Martín,8.99,10,"mismo producto exacto, tarta red velvet congelada"
CAT-4007,DI-0552,zumo de melocotón y uva,marca_blanca,,Zumo de melocotón y uva Dia Saborfera 1 L,Dia Saborfera,1.0,10,"mismo producto exacto, zumo de melocotón y uva"
CAT-3477,DI-2098,tomate canario,marca_blanca,,Tomate canario malla 750 g,DIA,1.89,10,"mismo producto exacto, tomate canario"
CAT-3474,DI-0116,tomate ensalada,marca_blanca,,Tomate ensalada granel 1 Kg aprox.,DIA,2.49,10,"mismo producto exacto, tomate ensalada"
CAT-3435,DI-0968,endibias,marca_blanca,,Endibias 350 g,DIA,1.49,10,"mismo producto exacto, endibias"
CAT-3421,DI-1171,maíz dulce en mazorca cocido,marca_blanca,,Mazorcas de maíz dulce cocidas 400 g,DIA,1.59,10,"mismo producto exacto, maíz dulce en mazorca cocido"
CAT-3417,DI-1638,patatas especial para freír,marca_blanca,,Patatas para freir 2 Kg,DIA,2.5,10,"mismo producto exacto, patatas para freír"
CAT-1181,DI-4631,banderillas dulces,marca_blanca,,Banderillas dulces Dia Vegecampo 140 g,Dia Vegecampo,1.49,10,"mismo producto marca_blanca, banderillas dulces"
CAT-1044,DI-1084,judías verdes extrafinas,marca_blanca,,Judías verdes extrafinas Findus 400 g,Findus,3.69,10,"mismo producto marca_blanca, judías verdes extrafinas"
CAT-1008,DI-4051,berenjenas de almagro aliñadas,marca_fabricante,Antonio,Berenjena de Almagro aliñada Antonio 350 g,Antonio,3.59,10,"marca_fabricante Antonio coincide, berenjenas Almagro aliñadas idénticas"
CAT-0863,DI-1741,champiñón laminado,marca_blanca,,Champiñón laminado bandeja 250 g,DIA,1.69,10,"mismo producto marca_blanca, champiñón laminado"
CAT-0861,DI-4214,espárragos blancos medianos,marca_blanca,,Espárragos blancos medianos Dia Vegecampo 205 g,Dia Vegecampo,1.85,10,"mismo producto marca_blanca, espárragos blancos medianos"
CAT-0811,DI-1572,tomate doble concentrado,marca_blanca,,Tomate doble concentrado Hida 170 g,Hida,2.25,10,"mismo producto marca_blanca, tomate doble concentrado"
CAT-0807,DI-4460,tomate entero pelado,marca_blanca,,Tomate entero pelado Dia Vegecampo 480 g,Dia Vegecampo,1.35,10,"mismo producto marca_blanca, tomate entero pelado"
CAT-0737,DI-2485,patatas cocidas,marca_blanca,,Patatas cocidas enteras Dia Vegecampo 400 g,Dia Vegecampo,1.9,10,"mismo producto marca_blanca, patatas cocidas"
CAT-0271,DI-0293,aceitunas verdes rellenas de anchoa,marca_blanca,,Aceitunas rellenas de anchoa Serpis 130 g,Serpis,1.59,10,"mismo producto marca_blanca, aceitunas rellenas de anchoa"
CAT-0205,DI-2318,corazones de alcachofa,marca_blanca,,Corazones de alcachofa Dia Vegecampo 240 g,Dia Vegecampo,1.85,10,"mismo producto marca_blanca, corazones de alcachofa"
CAT-3605,DI-0621,caldo de pescado,marca_blanca,,Caldo de pescado Gallina Blanca 1 L,Gallina Blanca,2.19,10,"mismo producto marca_blanca, caldo de pescado"
CAT-2970,DI-0369,sopa de cebolla,marca_blanca,,Sopa de cebolla Knorr 46 g,Knorr,0.99,10,"mismo producto marca_blanca, sopa de cebolla"
CAT-0638,DI-2385,crema de calabacín,marca_blanca,,Crema de calabacín Dia Al Punto 500 ml,Dia Al Punto,1.2,10,"mismo producto marca_blanca, crema de calabacín"
CAT-1375,DI-4110,chipirones rellenos enteros en aceite de girasol,marca_blanca,,Chipirones rellenos en aceite girasol Pay pay 72 g,Pay pay,2.79,10,"mismo producto marca_blanca, chipirones rellenos en aceite girasol"
CAT-3791,DI-3833,maxi tortillas de trigo,marca_blanca,,Tortillas de trigo maxi Dia Al Punto 360 g,Dia Al Punto,1.5,10,"mismo producto, tortillas de trigo maxi, solo diferencia de marca fabricante"
CAT-3970,DI-3808,empanada de atún,marca_blanca,,Empanada de atún El molino de Dia 500 g,El molino de Dia,3.6,10,"mismo producto, empanada de atún, solo diferencia de marca fabricante"
CAT-3897,DI-3730,magdalenas al cacao,marca_blanca,,Magdalenas al cacao Dulcesol bolsa 350 g,Dulcesol,2.0,10,"mismo producto, magdalenas al cacao, solo diferencia de marca fabricante"
CAT-4078,DI-2289,margarina original,marca_fabricante,Tulipán,Margarina Tulipán 400 g,Tulipán,2.95,10,"mismo producto y marca, margarina Tulipán original"
CAT-4122,DI-0781,levadura de panadería,marca_blanca,,Levadura de panadería Maizena 28 g,Maizena,1.99,10,"mismo producto, levadura de panadería, solo diferencia de marca fabricante"
CAT-3820,DI-4194,pasta penne rigate,marca_blanca,,Pasta penne rigate Barilla 500 g,Barilla,1.69,10,"mismo producto, pasta penne rigate, solo diferencia de marca fabricante"
CAT-4192,DI-1333,sal rosa del himalaya,marca_blanca,,Sal rosa del himalaya Toque 100 g,Toque,1.95,10,"mismo producto, sal rosa del himalaya, solo diferencia de marca fabricante"
CAT-4099,DI-0432,mermelada de melocotón,marca_blanca,,Mermelada de melocotón extra Dia Fruticampo frasco 390 g,Dia Fruticampo,1.5,10,"mismo producto, mermelada de melocotón, solo diferencia de marca fabricante"
CAT-3909,DI-0841,picatostes tostados,marca_blanca,,Picatostes tostados El molino de Dia 90 g,El molino de Dia,0.69,10,"mismo producto, picatostes tostados, solo diferencia de marca fabricante"
CAT-6400,DI-4596,mayonesa,marca_fabricante,Ybarra,Mayonesa Ybarra 400 ml,Ybarra,2.29,10,"mismo producto marca_fabricante, mayonesa Ybarra"
CAT-6077,DI-4461,fabada asturiana,marca_fabricante,Litoral,Fabada asturiana Litoral 850 g,Litoral,4.89,10,"mismo producto marca_fabricante, fabada asturiana Litoral"
CAT-5866,DI-1685,tocino de cielo,marca_blanca,,Tocino de cielo Dia Caprichoso pack 2 x 100 g,Dia Caprichoso,1.9,10,"mismo producto marca_blanca, tocino de cielo"
CAT-5226,DI-4626,fiambre de pechuga de pavo adobada,marca_blanca,,Fiambre de pechuga de pavo adobada Serrano 240 g,Serrano,2.49,10,"mismo producto marca_blanca, fiambre de pechuga de pavo adobada"
CAT-4933,DI-1228,licor de anís dulce,marca_fabricante,La Castellana,Anís dulce La castellana 70 cl,La castellana,8.99,10,"mismo producto marca_fabricante, anís dulce La Castellana"
CAT-4872,DI-2580,whisky,marca_fabricante,DYC,Whisky Dyc 1 L,Dyc,14.05,10,"mismo producto marca_fabricante, whisky DYC"
CAT-4361,DI-4778,manzana reineta,marca_blanca,,Manzana reineta granel 1 Kg aprox.,DIA,2.99,10,"mismo producto marca_blanca, manzana reineta"
CAT-4141,DI-3031,filetes de dorada,marca_blanca,,Filetes de dorada Selección de Dia bandeja 300 g aprox.,Selección de Dia,7.12,10,"mismo producto marca_blanca, filetes de dorada"
CAT-4135,DI-3162,porciones de merluza del Cabo,marca_blanca,,Porciones de merluza del cabo MSC Dia Mari Marinera caja 400 g,Dia Mari Marinera,3.89,10,"mismo producto marca_blanca, porciones de merluza del Cabo"
CAT-4130,DI-0748,filete de salmón,marca_blanca,,Filete de salmón Selección de Dia bandeja 420 g aprox.,Selección de Dia,9.77,10,"mismo producto marca_blanca, filete de salmón"
CAT-3882,DI-3603,merluza a rodajas,marca_blanca,,Rodajas de merluza argentina Dia Mari Marinera 550 g,Dia Mari Marinera,4.19,10,"mismo producto marca_blanca, merluza a rodajas"
CAT-4157,DI-3637,salpicón de marisco,marca_blanca,,Salpicón de marisco Selección de Dia bandeja 400 g,Selección de Dia,4.99,10,"mismo producto marca_blanca, salpicón de marisco"
CAT-4038,DI-1245,tortillas de maíz,marca_blanca,,Tortillas de maíz Mexifoods 250 g,Mexifoods,1.99,10,"mismo producto marca_blanca, tortillas de maíz"
CAT-3859,DI-4321,pan de molde blanco sin corteza,marca_blanca,,Pan de molde blanco sin corteza El molino de Dia 450 g,El molino de Dia,1.13,10,"mismo producto, pan de molde blanco sin corteza, solo diferencia de marca fabricante"
CAT-3852,DI-3378,pan rallado con ajo y perejil,marca_blanca,,Pan rallado con ajo y perejil Onena 500 g,Onena,0.99,10,"mismo producto, pan rallado con ajo y perejil, solo diferencia de marca fabricante"
CAT-3174,DI-0229,pizza carbonara,marca_blanca,,Pizza carbonara Dia Al Punto 400 g,Dia Al Punto,2.7,10,"mismo producto marca_blanca, pizza carbonara, solo diferencia formato"
CAT-3166,DI-2312,pizza jamón y queso familiar,marca_blanca,,Pizza jamón y queso familiar Dia Al Punto 600 g,Dia Al Punto,3.49,10,"mismo producto marca_blanca, pizza jamón y queso familiar idéntica con marca Dia Al Punto"
CAT-3156,DI-0374,pizza jamón y queso,marca_blanca,,Pizza jamón y queso masa fina Dia Al Punto 350 g,Dia Al Punto,2.49,10,"mismo producto marca_blanca, pizza jamón y queso idéntica con marca Dia Al Punto"
CAT-3155,DI-0603,pizza 4 quesos,marca_blanca,,Pizza cuatro quesos Dr. Oetker Ristorante 340 g,Dr. Oetker,3.85,10,"mismo producto marca_blanca, pizza 4 quesos idéntica con marca Dr. Oetker"
CAT-3151,DI-1471,pizza serrana,marca_blanca,,Pizza serrana Dia Al Punto 390 g,Dia Al Punto,2.83,10,"mismo producto marca_blanca, pizza serrana idéntica con marca Dia Al Punto"
CAT-4205,DI-1722,helado de vainilla,marca_blanca,,Tarrina de helado de vainilla Dia Temptation 500 g,Dia Temptation,2.39,10,"mismo producto marca_blanca, helado de vainilla idéntico, solo diferente formato/tamaño"
CAT-3180,DI-2428,helado mini bombón almendrado,marca_blanca,,Helado mini bombón almendrado 6 unidades Temptation de Dia caja 216 g,Temptation de Dia,2.69,10,"mismo producto marca_blanca, helado mini bombón almendrado idéntico, solo diferente formato/tamaño"
CAT-3179,DI-0877,helado mini bombón surtido,marca_blanca,,Helado bombón mini surtido Dia Temptation 8 x 36 g,Dia Temptation,2.69,10,"mismo producto marca_blanca, helado mini bombón surtido idéntico, solo diferente formato/tamaño"
CAT-3178,DI-1178,helado bombón almendrado,marca_blanca,,Helado bombón almendrado Dia Temptation 4 x 90 g,Dia Temptation,2.59,10,"mismo producto marca_blanca, helado bombón almendrado idéntico, solo diferente formato/tamaño"
CAT-0042,DI-0715,leche desnatada,marca_blanca,,Leche desnatada Central Lechera Asturiana 1 L,Central Lechera Asturiana,1.13,10,mismo producto - leche desnatada Central Lechera Asturiana
CAT-0017,DI-0264,bebida láctea omega 3 con nueces desnatada,marca_fabricante,Puleva,Bebida láctea omega 3 con nueces Puleva 1 L,Puleva,1.75,10,mismo producto exacto - bebida láctea Puleva omega 3 nueces
CAT-0011,DI-3130,bebida láctea omega 3 desnatada,marca_fabricante,Puleva,Leche desnatada omega 3 Puleva 1 L,Puleva,1.75,10,mismo producto exacto - leche Puleva omega 3 desnatada
CAT-4263,DI-3433,cereales rellenos de crema de cacao y avellana sin gluten,marca_blanca,,Cereales rellenos con cacao y avellana sin gluten Gran Dia bolsa 400 g,Gran Dia,2.25,10,mismo producto - cereales rellenos cacao y avellana sin gluten
CAT-4228,DI-1169,cereales copos de maíz,marca_fabricante,Kellogg's,Cereales copos de maíz corn flakes Kellogg's Corn Flakes caja 500 g,Kellogg's,2.99,10,mismo producto exacto - cereales copos maíz Kellogg's
CAT-0243,DI-4273,chocolate con leche,marca_fabricante,Milka,Chocolate con leche Milka 250 g,Milka,3.99,10,"mismo producto marca_fabricante, chocolate con leche Milka"
CAT-7084,DI-0747,café molido mezcla gran aroma,marca_fabricante,Marcilla,Café molido mezcla Marcilla 250 g,Marcilla,4.79,10,"mismo producto marca_fabricante, café molido mezcla Marcilla"
CAT-2942,DI-3649,golosinas mix azúcar,marca_blanca,,Golosinas surtidas mix azúcar Dia Marcelo Caramelo bolsa 200 g,Dia Marcelo Caramelo,1.15,10,"mismo producto marca_blanca, golosinas mix azúcar"
CAT-0081,DI-1073,leche semidesnatada de cabra,marca_blanca,,Leche semidesnatada de cabra Covap 1 L,Covap,2.17,10,"mismo producto exacto, marca_blanca ignora Covap"
CAT-0077,DI-0348,bebida láctea con cereales crecimiento y desarrollo,marca_fabricante,Puleva,Bebida láctea con cereales crecimiento y desarrollo Puleva 1 L,Puleva,1.59,10,"mismo producto exacto, marca Puleva coincide"
CAT-0074,DI-0237,leche desnatada sin lactosa,marca_blanca,,Leche desnatada sin lactosa Pascual 1 L,Pascual,1.49,10,"mismo producto exacto, marca_blanca ignora Pascual"
CAT-0072,DI-4546,bebida láctea crecimiento y desarrollo,marca_fabricante,Puleva,Bebida láctea crecimiento y desarrollo Puleva 1 L,Puleva,1.79,10,"mismo producto exacto, marca Puleva coincide"
CAT-0142,DI-0002,salsa cocktail,marca_blanca,,Salsa cocktail Ybarra 225 ml,Ybarra,1.75,10,"mismo producto exacto, marca_blanca ignora Ybarra"
CAT-0109,DI-2927,infusión relax,marca_blanca,,Infusión relax Dia Tetería 25 unidades,Dia Tetería,1.3,10,mismo producto - infusión relax marca Dia
CAT-0004,DI-0427,batido de vainilla,marca_blanca,,Batido de vainilla Dia Láctea 6 x 200 ml,Dia Láctea,1.55,10,mismo producto - batido vainilla marca Dia
CAT-0002,DI-4704,batido de chocolate con leche,marca_fabricante,Puleva,Batido de chocolate Puleva 6 x 200 ml,Puleva,2.8,10,mismo producto exacto - batido chocolate Puleva
CAT-0015,DI-0540,nata para montar,marca_blanca,,Nata para montar Dia Láctea 3 x 200 ml,Dia Láctea,2.25,10,mismo producto - nata para montar marca Dia
CAT-0067,DI-1455,leche entera sin lactosa,marca_blanca,,Leche entera sin lactosa Dia Láctea 1 L,Dia Láctea,1.04,10,mismo producto - leche entera sin lactosa marca Dia
CAT-0066,DI-3799,bebida de avena con café,marca_blanca,,Bebida de avena con café Dia Vegedia 1 L,Dia Vegedia,1.25,10,mismo producto - bebida avena con café marca Dia
CAT-0052,DI-0235,leche semidesnatada sin lactosa,marca_blanca,,Leche semidesnatada sin lactosa Pascual 1 L,Pascual,1.5,10,mismo producto - leche semidesnatada sin lactosa
CAT-0962,DI-1180,sal yodada fina,marca_blanca,,Sal yodada Dia Dia 1 Kg,Dia,0.45,10,"mismo producto, sal yodada fina, marca blanca equivalente"
CAT-0956,DI-3511,salmón al natural,marca_blanca,,Salmón al natural alto en proteínas Dia mari marinera 2 x 50 g Dia Mari Marinera 2 x 50 g,Dia Mari Marinera,2.99,10,"mismo producto, salmón al natural, diferente formato no afecta"
CAT-0952,DI-0880,calamar en salsa americana,marca_blanca,,Trozos de calamar en salsa americana Albo 72 g,Albo,2.95,10,"mismo producto exacto, marca_blanca ignora Albo"
CAT-0933,DI-4496,sardinillas en escabeche,marca_blanca,,Sardinillas en escabeche Dia Mari Marinera 65 g,Dia Mari Marinera,1.19,10,"mismo producto exacto, marca_blanca ignora Dia Mari Marinera"
